id,start_timestamp,end_timestamp,start_long,start_lat,end_long,end_lat,distance
365,1601727175,1601727261,4.48136238,51.02250222,4.4793112,51.02250222,370
366,1601728022,1601728073,4.476877238,51.02549456,4.476591165,51.02549456,90
367,1601728921,1601729407,4.47939096,51.02345027,4.4796301,51.02345027,530
368,1601730241,1601730572,4.480921177,51.01854094,4.473871019,51.01854094,1430
369,1601730764,1601731053,4.4736528,51.0174955,4.4712944,51.0174955,1000
370,1601731389,1601731805,4.473265157,51.02156587,4.4795785,51.02156587,1510
371,1601731386,1601732056,4.484194262,51.02102148,4.472382075,51.02102148,3960
372,1601731445,1601732049,4.484650971,51.02115703,4.472435005,51.02115703,3120
373,1601731493,1601732000,4.484392293,51.02124747,4.4724791,51.02124747,3130
374,1601733352,1601733773,4.471501851,51.02470944,4.482324594,51.02470944,1090
376,1601734493,1601734761,4.488378258,51.02662555,4.478350331,51.02662555,1730
377,1601735196,1601735903,4.478035962,51.02616629,4.481659269,51.02616629,1940
378,1601735558,1601735824,4.478440268,51.02653648,4.486480801,51.02653648,1500
379,1601736336,1601736476,4.481578908,51.02526581,4.478009659,51.02526581,600
380,1601736984,1601737216,4.480930986,51.02703803,4.4697246,51.02703803,2490
381,1601738193,1601738783,4.472659823,51.03320067,4.486267073,51.03320067,4710
382,1601738247,1601738807,4.472560466,51.03310884,4.486171067,51.03310884,4490
384,1601741460,1601741872,4.485839729,51.02053613,4.482398992,51.02053613,2820
385,1601741509,1601741940,4.485950423,51.02070578,4.482489145,51.02070578,2770
386,1601743972,1601744272,4.473710577,51.02312524,4.488251766,51.02312524,2340
387,1601746485,1601746571,4.479810122,51.0280459,4.479725334,51.0280459,10
388,1601748794,1601749007,4.4795979,51.0269205,4.4732913,51.0269205,730
389,1601749421,1601749668,4.486306887,51.02147098,4.481300376,51.02147098,1420
390,1601749962,1601750387,4.478095864,51.02624404,4.479397711,51.02624404,1670
391,1601750108,1601750396,4.478009848,51.02615227,4.4792175,51.02615227,2890
392,1601752045,1601752736,4.473320117,51.02165577,4.4757683,51.02165577,3200
393,1601752903,1601753276,4.476005404,51.03603911,4.4732985,51.03603911,1580
394,1601756977,1601757103,4.475856471,51.02633857,4.476491129,51.02633857,270
395,1601757050,1601759601,4.487678651,51.03013121,4.483501667,51.03013121,1350
396,1601760585,1601760660,4.478856273,51.02859602,4.476627382,51.02859602,840
397,1601764605,1601764801,4.476473675,51.02507532,4.486449463,51.02507532,1700
398,1601765343,1601765683,4.476618996,51.02904959,4.476898954,51.02904959,1040
399,1601765940,1601766433,4.488323682,51.02461285,4.471550807,51.02461285,2380
400,1601767192,1601768206,4.475762416,51.0246432,4.490796939,51.0246432,2760
401,1601792442,1601792790,4.482212318,51.02249196,4.473774263,51.02249196,3300
402,1601793430,1601793887,4.47373788,51.03633711,4.483224987,51.03633711,3800
403,1601796230,1601796555,4.471543805,51.0236741,4.488271716,51.0236741,2720
404,1601800701,1601801598,4.473533358,51.02231368,4.478527749,51.02231368,1360
405,1601801387,1601801561,4.47692948,51.02550146,4.4786066,51.02550146,460
406,1601801603,1601801751,4.474295401,51.03021168,4.473350068,51.03021168,600
407,1601803083,1601804245,4.478745443,51.02684424,4.463200473,51.02684424,3330
408,1601803161,1601809018,4.4786392,51.0267354,4.4632361,51.0267354,2320
409,1601807175,1601807213,4.481502543,51.02687086,4.4814275,51.02687086,10
411,1601810231,1601811472,4.4837501,51.0275873,4.483501,51.0275873,2170
412,1601812059,1601812265,4.4832887,51.0323819,4.482855303,51.0323819,730
413,1601812209,1601812581,4.473412488,51.02783715,4.483098388,51.02783715,2580
414,1601812733,1601812804,4.482025749,51.02268313,4.4819727,51.02268313,10
415,1601812820,1601812854,4.4819988,51.0225839,4.4822723,51.0225839,20
416,1601812960,1601813227,4.48224511,51.02258784,4.4758948,51.02258784,1200
